filename,artist,title,style,genre,date
92890.jpg,39c465a1d078121873a31807ce9dc2ed,Wisteria Table Lamp,Art Nouveau (Modern),design,1902.0
27633.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Fate,Art Nouveau (Modern),allegorical painting,1920
39583.jpg,46200eee40e22039aef7a5944bb445c9,Study for The Wanderer,Art Nouveau (Modern),sketch and study,c.1914
43137.jpg,74a1dad53214d04514269a188f16683a,The Breithorn,Art Nouveau (Modern),landscape,
4873.jpg,b874a616affcb766bb0e7a4f2a0803f0,New York Tribune,Art Nouveau (Modern),illustration,1916.0
14846.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,6th Sokol Festival,Art Nouveau (Modern),genre painting,1912
82766.jpg,7c98b429a2bb61258b16b080a91eb07a,White tulips,Art Nouveau (Modern),flower painting,
15338.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Perseus,Art Nouveau (Modern),mythological painting,
16203.jpg,46200eee40e22039aef7a5944bb445c9,Stamp Design Crown Prince Otto (not accepted),Art Nouveau (Modern),design,1917
29140.jpg,74a1dad53214d04514269a188f16683a,The Lake Geneva from Chexbres,Art Nouveau (Modern),landscape,1898
85825.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Messalina Returning from the Bath,Art Nouveau (Modern),illustration,
41162.jpg,46200eee40e22039aef7a5944bb445c9,Stamp Design Empress Zita (not accepted),Art Nouveau (Modern),design,1917
59575.jpg,74a1dad53214d04514269a188f16683a,The fall in Silvaplana,Art Nouveau (Modern),landscape,1907
100164.jpg,2cd87bc71a43270dc7ce0917f6f6d980,"Juvenal, frontispiece ",Art Nouveau (Modern),illustration,
58628.jpg,46200eee40e22039aef7a5944bb445c9,Wreath bearer. Design for decorative facade of the Viennese Secession.,Art Nouveau (Modern),sketch and study,1897
7429.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Job,Art Nouveau (Modern),poster,1896
18086.jpg,46200eee40e22039aef7a5944bb445c9,Stamp Design for Emperor Charles I (not accepted),Art Nouveau (Modern),design,1917
43162.jpg,f7e1cb7b67e7b154d9dca7d12879d7b0,"Sketch of costumes for ""Tale of Tsar Saltan""",Art Nouveau (Modern),design,1919
15631.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Zodiac,Art Nouveau (Modern),allegorical painting,1896
101306.jpg,74a1dad53214d04514269a188f16683a,Adoration,Art Nouveau (Modern),symbolic painting,
138.jpg,cd56f7f46b19cff44fb6700a3808ab9c,Woman Science,Art Nouveau (Modern),allegorical painting,
8437.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Atalanta in Calydon,Art Nouveau (Modern),genre painting,
32720.jpg,769fd20b5a94abceedf78a99a71c1134,Nijinsky's Faun Costume in 'L'Apres Midi d'un Faune' by Claude Debussy  from the front cover of the programme for the 7th season of the 'Ballets Russes',Art Nouveau (Modern),design,1912.0
83704.jpg,062244b785e58518f2f189329633c59e,South of France. Twilight,Art Nouveau (Modern),landscape,1935.0
10751.jpg,9a85697fd693e11f87846ebc70c00227,The Virgin,Art Nouveau (Modern),symbolic painting,1913
57452.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Portrait of Miss May Belfort,Art Nouveau (Modern),portrait,1890
5917.jpg,0eeac4ecff259dc515be795e1a76019a,Shrove-Tide ,Art Nouveau (Modern),genre painting,1919.0
24573.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Madonna of the Lilies,Art Nouveau (Modern),religious painting,1905
95311.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Perseus,Art Nouveau (Modern),mythological painting,
18554.jpg,74a1dad53214d04514269a188f16683a,View into Infinity,Art Nouveau (Modern),symbolic painting,
94153.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Portrait of Miss Letty Lind,Art Nouveau (Modern),illustration,
13786.jpg,9a85697fd693e11f87846ebc70c00227,Death and Life,Art Nouveau (Modern),allegorical painting,1916
50846.jpg,769fd20b5a94abceedf78a99a71c1134,Arabic dancer,Art Nouveau (Modern),design,
101847.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,France Embraces Bohemia,Art Nouveau (Modern),allegorical painting,c.1918
80137.jpg,769fd20b5a94abceedf78a99a71c1134,Le dieu bleu a young rajah  ,Art Nouveau (Modern),design,1911.0
31245.jpg,769fd20b5a94abceedf78a99a71c1134,Costume for Nijinsky,Art Nouveau (Modern),design,1910.0
21991.jpg,769fd20b5a94abceedf78a99a71c1134,Cleopatre danse juive,Art Nouveau (Modern),design,1910.0
93207.jpg,769fd20b5a94abceedf78a99a71c1134,Scheherezade odalisque  ,Art Nouveau (Modern),design,1910.0
47788.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Puck on Pegasus,Art Nouveau (Modern),design,
35007.jpg,769fd20b5a94abceedf78a99a71c1134,"L'apres midi d'un faune, another nymph  ",Art Nouveau (Modern),design,1912.0
787.jpg,062244b785e58518f2f189329633c59e,Provence. Pines on the shore,Art Nouveau (Modern),landscape,1929.0
31147.jpg,74a1dad53214d04514269a188f16683a,Woman in Ecstasy,Art Nouveau (Modern),symbolic painting,1911
51939.jpg,45f4183820ce1fa775f8a27d3120aad6,Stage design for Mussorgsky's opera 'Khovanshina',Art Nouveau (Modern),design,1940
4597.jpg,7c98b429a2bb61258b16b080a91eb07a,Cintra ,Art Nouveau (Modern),flower painting,1908.0
61868.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Atalanta in Calydon with the Hound,Art Nouveau (Modern),genre painting,
65348.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,The Introduction of the Slavonic Liturgy,Art Nouveau (Modern),genre painting,1912
59545.jpg,45f4183820ce1fa775f8a27d3120aad6,Stage design for Mussorgsky's opera 'Khovanshina',Art Nouveau (Modern),design,1940
47940.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Self-portrait,Art Nouveau (Modern),self-portrait,1907
14824.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Das Rheingold,Art Nouveau (Modern),illustration,
85926.jpg,9a85697fd693e11f87846ebc70c00227,The House of Guardaboschi,Art Nouveau (Modern),landscape,1912
87512.jpg,9a85697fd693e11f87846ebc70c00227,"The Beethoven Frieze: The Longing for Happiness Finds Repose in Poetry. Right wall, detail",Art Nouveau (Modern),allegorical painting,1902
20146.jpg,45f4183820ce1fa775f8a27d3120aad6,Sketch for the play by Ostrovsky 'Mad Money'. In the Petrovsky Park,Art Nouveau (Modern),design,1934
47714.jpg,769fd20b5a94abceedf78a99a71c1134,Daphnis and Chloe bidding each other goodnight (Design for a decorative panel),Art Nouveau (Modern),design,
66301.jpg,74a1dad53214d04514269a188f16683a,"Jungfrau and Silverhorn, as Seen from Murren",Art Nouveau (Modern),landscape,
70848.jpg,46200eee40e22039aef7a5944bb445c9,Design for the Austrian jubilee stamp with view of the Vienna Hofburg,Art Nouveau (Modern),design,1908
66930.jpg,769fd20b5a94abceedf78a99a71c1134,Narcisse a youth  ,Art Nouveau (Modern),design,1911.0
29457.jpg,74a1dad53214d04514269a188f16683a,"Jena Students Depart for the War of Liberation, 1813",Art Nouveau (Modern),genre painting,1908
7881.jpg,2cd87bc71a43270dc7ce0917f6f6d980,"A Book of Fifty Drawings, front cover",Art Nouveau (Modern),design,
26497.jpg,46200eee40e22039aef7a5944bb445c9,Design for the 10 Heller Porto brand of Austrian Post in the Levant (not issued),Art Nouveau (Modern),design,
101678.jpg,769fd20b5a94abceedf78a99a71c1134,"""Daphnis and Chloe"" set design ",Art Nouveau (Modern),design,
54643.jpg,9a85697fd693e11f87846ebc70c00227,The Beethoven Frieze: The Longing for Happiness Finds Repose in Poetry. Right wall,Art Nouveau (Modern),allegorical painting,1902
57532.jpg,9a85697fd693e11f87846ebc70c00227,Music,Art Nouveau (Modern),allegorical painting,1895
77747.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Self-Portrait,Art Nouveau (Modern),self-portrait,1899
39213.jpg,769fd20b5a94abceedf78a99a71c1134,"Sketch for the ballet 'La Peri', by Paul Dukas",Art Nouveau (Modern),design,1911.0
80663.jpg,baa3e6fec49e7eba24e23a8685c22955,Before the mirror,Art Nouveau (Modern),self-portrait,1900
74268.jpg,45f4183820ce1fa775f8a27d3120aad6,"Illustration for poem of N.A. Nekrasov, ""Who Lives Well in Russia""",Art Nouveau (Modern),illustration,1943
89208.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Princess Hyacinth,Art Nouveau (Modern),poster,1911
24364.jpg,9a85697fd693e11f87846ebc70c00227,Portrait of Johanna Staude,Art Nouveau (Modern),portrait,1918
87581.jpg,cd56f7f46b19cff44fb6700a3808ab9c,"Grafton Gallery, from Les Affiche Illustrees ",Art Nouveau (Modern),genre painting,1897.0
8739.jpg,46200eee40e22039aef7a5944bb445c9,Design for the 1102 piastres Porto brand of Austrian Post in the Levant (not issued),Art Nouveau (Modern),design,
47007.jpg,cd56f7f46b19cff44fb6700a3808ab9c,Joan of Arc ,Art Nouveau (Modern),illustration,1894.0
76135.jpg,769fd20b5a94abceedf78a99a71c1134,Costume Design for Nijinsky ,Art Nouveau (Modern),design,
18449.jpg,39c465a1d078121873a31807ce9dc2ed,Perfume bottle and two jars ,Art Nouveau (Modern),design,1913.0
64973.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Den store eken skygget for kongsgården,Art Nouveau (Modern),genre painting,
31518.jpg,45f4183820ce1fa775f8a27d3120aad6,Sketch of the comedy tale Marshak 'Woe to fear,Art Nouveau (Modern),design,1954
14616.jpg,9a85697fd693e11f87846ebc70c00227,Jurisprudence (final state),Art Nouveau (Modern),allegorical painting,1907
39057.jpg,baa3e6fec49e7eba24e23a8685c22955,Karin and Kersti,Art Nouveau (Modern),portrait,1898
63347.jpg,c8041306a183cbaf39ff8cd707c9cc7f,For dig den vilde soee,Art Nouveau (Modern),sketch and study,
34914.jpg,0eeac4ecff259dc515be795e1a76019a,Tsar Nicholas II,Art Nouveau (Modern),portrait,1915.0
11866.jpg,45f4183820ce1fa775f8a27d3120aad6,Stage design for Mussorgsky's opera 'Khovanshina',Art Nouveau (Modern),design,1940
1120.jpg,46200eee40e22039aef7a5944bb445c9,Backhausen Interior Texiles,Art Nouveau (Modern),design,1899
64906.jpg,46200eee40e22039aef7a5944bb445c9,Backhausen Interior Texiles,Art Nouveau (Modern),design,1899
9142.jpg,769fd20b5a94abceedf78a99a71c1134,Fantasy on modern costume,Art Nouveau (Modern),design,1910.0
89428.jpg,453ddca2bf25d4cd2c01a88f9ab2c376,Mikula Selianinovich,Art Nouveau (Modern),literary painting,
20019.jpg,45f4183820ce1fa775f8a27d3120aad6,Painting design for the State Circus,Art Nouveau (Modern),design,1920
37269.jpg,45f4183820ce1fa775f8a27d3120aad6,Stage design for Mussorgsky's opera 'Khovanshina',Art Nouveau (Modern),design,1940
28717.jpg,baa3e6fec49e7eba24e23a8685c22955,Ulf and Pontus,Art Nouveau (Modern),portrait,1894
40305.jpg,d8a3c897c506be7de91d8f892f14f934,Nouvelles Chanson  ,Art Nouveau (Modern),illustration,1895.0
93796.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,The Slav Epic,Art Nouveau (Modern),allegorical painting,1928
68858.jpg,f7e1cb7b67e7b154d9dca7d12879d7b0,They build the ships,Art Nouveau (Modern),cityscape,1903
40760.jpg,0eeac4ecff259dc515be795e1a76019a,Skiers,Art Nouveau (Modern),genre painting,1919.0
53128.jpg,9a85697fd693e11f87846ebc70c00227,Portrait of Emilie Flöge,Art Nouveau (Modern),portrait,1902
77801.jpg,40b02cfc7d44302592370bb9feddc28a,"Poster and cover for February 15, 1896, The Echo",Art Nouveau (Modern),poster,
37553.jpg,46200eee40e22039aef7a5944bb445c9,Design for the bill of 50 crowns,Art Nouveau (Modern),design,1911
20449.jpg,46200eee40e22039aef7a5944bb445c9,Design of the anniversary stamp with Austrian Franz Joseph I. on horseback,Art Nouveau (Modern),design,1908
68431.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,not detected,Art Nouveau (Modern),genre painting,
42489.jpg,f7e1cb7b67e7b154d9dca7d12879d7b0,The Last Angel,Art Nouveau (Modern),religious painting,1912
81789.jpg,b874a616affcb766bb0e7a4f2a0803f0,Single Items,Art Nouveau (Modern),design,
79223.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Study of a Woman Sitting in an Armchair,Art Nouveau (Modern),sketch and study,
96003.jpg,b874a616affcb766bb0e7a4f2a0803f0,Gui de Paris,Art Nouveau (Modern),design,
32351.jpg,39c465a1d078121873a31807ce9dc2ed,Window ,Art Nouveau (Modern),design,1915.0
3668.jpg,f7e1cb7b67e7b154d9dca7d12879d7b0,And we see,Art Nouveau (Modern),religious painting,1922
20491.jpg,769fd20b5a94abceedf78a99a71c1134,Ballet Music,Art Nouveau (Modern),design,
71623.jpg,f7e1cb7b67e7b154d9dca7d12879d7b0,Tower chamber of Yaroslavna,Art Nouveau (Modern),design,1914
36828.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,not detected,Art Nouveau (Modern),sketch and study,
68567.jpg,46200eee40e22039aef7a5944bb445c9,"Reproduction template for the left part of the leaf for Gerlach's love allegories. New Series, Plate 30",Art Nouveau (Modern),illustration,c.1895
57984.jpg,2ffce49258565705f6d787d504675ece,from Thorheiten,Art Nouveau (Modern),illustration,1901.0
28220.jpg,40b02cfc7d44302592370bb9feddc28a,Snake Charmer Puzzle,Art Nouveau (Modern),illustration,
28433.jpg,8fc27c0692da2bccf57cdea68129db00,Pine tree,Art Nouveau (Modern),landscape,1902.0
44355.jpg,769fd20b5a94abceedf78a99a71c1134,Ida Rubinstein,Art Nouveau (Modern),design,
99035.jpg,9a85697fd693e11f87846ebc70c00227,Judith II (Salome),Art Nouveau (Modern),literary painting,1909
30250.jpg,d8a3c897c506be7de91d8f892f14f934,Noel Rouge ,Art Nouveau (Modern),illustration,
30628.jpg,d8a3c897c506be7de91d8f892f14f934,Nocturne Rouge,Art Nouveau (Modern),illustration,
7816.jpg,d8a3c897c506be7de91d8f892f14f934,Les Ventres,Art Nouveau (Modern),illustration,
102657.jpg,d8a3c897c506be7de91d8f892f14f934,La Chanson De L'Oubli ,Art Nouveau (Modern),illustration,
49722.jpg,d8a3c897c506be7de91d8f892f14f934,Le Roi Plutus,Art Nouveau (Modern),illustration,
31577.jpg,d8a3c897c506be7de91d8f892f14f934,Le Moulin Rouge ,Art Nouveau (Modern),illustration,
27284.jpg,d8a3c897c506be7de91d8f892f14f934,Le Lys Rouge ,Art Nouveau (Modern),illustration,
71428.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Raphael Sanzio,Art Nouveau (Modern),portrait,
91420.jpg,39c465a1d078121873a31807ce9dc2ed,Double gourd-shaped vase with stylized painted leaves  ,Art Nouveau (Modern),design,1898.0
69783.jpg,7c98b429a2bb61258b16b080a91eb07a,Fetges ,Art Nouveau (Modern),cityscape,1927.0
20878.jpg,f7e1cb7b67e7b154d9dca7d12879d7b0,Polovets and girls,Art Nouveau (Modern),design,1943
33076.jpg,f7e1cb7b67e7b154d9dca7d12879d7b0,Young men,Art Nouveau (Modern),design,1944
54849.jpg,769fd20b5a94abceedf78a99a71c1134,Downpour,Art Nouveau (Modern),design,1906.0
74208.jpg,79bdcfa4ad167a9b9bc9bc9723d8e7e5,Julbocken ,Art Nouveau (Modern),illustration,1912.0
82115.jpg,f7e1cb7b67e7b154d9dca7d12879d7b0,The Elders weared in bear hides,Art Nouveau (Modern),design,1944
5974.jpg,9a85697fd693e11f87846ebc70c00227,The Golden Knight,Art Nouveau (Modern),symbolic painting,1903
14014.jpg,498a3471e49b3b93ecf21cda90b150b0,Illustration to 'The crane and heron. Bear.',Art Nouveau (Modern),illustration,1907.0
55347.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Yellow Book poster,Art Nouveau (Modern),illustration,1894
92233.jpg,9a85697fd693e11f87846ebc70c00227,Horticultural landscape with a hilltop,Art Nouveau (Modern),landscape,
67494.jpg,498a3471e49b3b93ecf21cda90b150b0,Illustration to 'The crane and heron. Bear.',Art Nouveau (Modern),illustration,1906.0
24408.jpg,1950e9aa6ad878bc2a330880f77ae5a1,"Advertisement for tavern ""Four cats""",Art Nouveau (Modern),advertisement,1897
89134.jpg,498a3471e49b3b93ecf21cda90b150b0,Illustration to 'The crane and heron. Bear.',Art Nouveau (Modern),illustration,1907.0
35893.jpg,498a3471e49b3b93ecf21cda90b150b0,Illustration to 'The crane and heron. Bear.',Art Nouveau (Modern),illustration,1907.0
38336.jpg,8fc27c0692da2bccf57cdea68129db00,In the park,Art Nouveau (Modern),landscape,1902.0
78.jpg,498a3471e49b3b93ecf21cda90b150b0,Illustration to 'The crane and heron. Bear.',Art Nouveau (Modern),illustration,1906.0
90328.jpg,97495fb4212d9449d61c6d9fc3e6cc04,"Spring, study for the Jusélius Mausoleum frescos ",Art Nouveau (Modern),sketch and study,1903.0
90636.jpg,6c348f12342a2c5e2ae8906873f5cecf,Frontispiece. The Tailor Mouse,Art Nouveau (Modern),illustration,1902.0
52982.jpg,9a85697fd693e11f87846ebc70c00227,Design for a theater curtain,Art Nouveau (Modern),design,
33784.jpg,40b02cfc7d44302592370bb9feddc28a,Hot Wave Puzzle. Illustration for Philadelphia Press,Art Nouveau (Modern),illustration,1900
35721.jpg,453ddca2bf25d4cd2c01a88f9ab2c376,Portrait of Nadezhda Zabela-Vrubel,Art Nouveau (Modern),portrait,c.1903
25117.jpg,b874a616affcb766bb0e7a4f2a0803f0,Bessie McCoy,Art Nouveau (Modern),poster,
102255.jpg,9a85697fd693e11f87846ebc70c00227,Januar,Art Nouveau (Modern),allegorical painting,
66009.jpg,498a3471e49b3b93ecf21cda90b150b0,Illustration to 'The crane and heron. Bear.',Art Nouveau (Modern),illustration,1906.0
99153.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Moravian Teachers0 Choir,Art Nouveau (Modern),poster,1911
78068.jpg,9ff3c894ca7df0a9ed19d08f1634e074,A Little Boy Lost ,Art Nouveau (Modern),illustration,1920.0
48803.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Chocolat Masson,Art Nouveau (Modern),poster,1897
97805.jpg,6c348f12342a2c5e2ae8906873f5cecf,The Mice Hear Simpkin Outside,Art Nouveau (Modern),illustration,1902.0
66566.jpg,6c348f12342a2c5e2ae8906873f5cecf,Simpkin in the Snowy Street,Art Nouveau (Modern),illustration,1902.0
102549.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Portrait of Baudelaire,Art Nouveau (Modern),portrait,1902
98936.jpg,2cd87bc71a43270dc7ce0917f6f6d980,"The Comedy of the Rhinegold, frontispiece",Art Nouveau (Modern),design,
24161.jpg,6c348f12342a2c5e2ae8906873f5cecf,The Finished Coat,Art Nouveau (Modern),illustration,1902.0
18312.jpg,769fd20b5a94abceedf78a99a71c1134,"St. Sebastian, from ""The Martyr of St. Sebastian""",Art Nouveau (Modern),design,
20555.jpg,6c348f12342a2c5e2ae8906873f5cecf,The Mice at Work.Threading the Needle ,Art Nouveau (Modern),illustration,1902.0
93052.jpg,6c348f12342a2c5e2ae8906873f5cecf,The Mice Listen to the Tailor’s Lament,Art Nouveau (Modern),illustration,1902.0
12081.jpg,6c348f12342a2c5e2ae8906873f5cecf,The Tailor Returning Home,Art Nouveau (Modern),illustration,1902.0
94695.jpg,6c348f12342a2c5e2ae8906873f5cecf,The Tailor of Gloucester at Work,Art Nouveau (Modern),illustration,1902.0
21559.jpg,6c348f12342a2c5e2ae8906873f5cecf,The Mice Sewing the Mayor’s Coat,Art Nouveau (Modern),illustration,1902.0
21590.jpg,0eeac4ecff259dc515be795e1a76019a,Blue House,Art Nouveau (Modern),cityscape,1920.0
6376.jpg,498a3471e49b3b93ecf21cda90b150b0,Galicia Governorate coat of arms ,Art Nouveau (Modern),design,1914.0
75210.jpg,6c348f12342a2c5e2ae8906873f5cecf,The Tailor by the Heat,Art Nouveau (Modern),illustration,1902.0
75894.jpg,6c348f12342a2c5e2ae8906873f5cecf,Simpkin at the Tailor’s Bedside,Art Nouveau (Modern),illustration,1902.0
91560.jpg,6c348f12342a2c5e2ae8906873f5cecf,Simpkin at the Tailor’s Bedside,Art Nouveau (Modern),illustration,1902.0
64400.jpg,6c348f12342a2c5e2ae8906873f5cecf,Simpkin Housekeeping,Art Nouveau (Modern),illustration,1902.0
791.jpg,6c348f12342a2c5e2ae8906873f5cecf,The Mice Escape,Art Nouveau (Modern),illustration,1902.0
34081.jpg,6c348f12342a2c5e2ae8906873f5cecf,Helen Beatrix PotterThe Mice Stitching Button-Holes ,Art Nouveau (Modern),illustration,1902.0
96771.jpg,6c348f12342a2c5e2ae8906873f5cecf,The Tailor Hears Noises,Art Nouveau (Modern),illustration,1902.0
33477.jpg,2ffce49258565705f6d787d504675ece,from Thorheiten,Art Nouveau (Modern),illustration,1901.0
8039.jpg,46200eee40e22039aef7a5944bb445c9,Dancer,Art Nouveau (Modern),genre painting,1903
86130.jpg,79bdcfa4ad167a9b9bc9bc9723d8e7e5,At that moment she was changed by magic to a wonderful little fairy,Art Nouveau (Modern),illustration,1907.0
42399.jpg,6c348f12342a2c5e2ae8906873f5cecf,‘No More Twist’,Art Nouveau (Modern),illustration,1902.0
36684.jpg,6c348f12342a2c5e2ae8906873f5cecf,Simpkin Hears the Mice,Art Nouveau (Modern),illustration,1902.0
11760.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Rose,Art Nouveau (Modern),allegorical painting,
26533.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Carnation,Art Nouveau (Modern),portrait,
56304.jpg,6c348f12342a2c5e2ae8906873f5cecf,The Tailor Leaving his Workshop,Art Nouveau (Modern),illustration,1902.0
4555.jpg,6c348f12342a2c5e2ae8906873f5cecf,Simpkin Goes Out,Art Nouveau (Modern),illustration,1902.0
87213.jpg,9a85697fd693e11f87846ebc70c00227,Roses under the Trees,Art Nouveau (Modern),landscape,c.1905
61900.jpg,6c348f12342a2c5e2ae8906873f5cecf,‘Where is My Twist?’,Art Nouveau (Modern),illustration,1902.0
10309.jpg,6c348f12342a2c5e2ae8906873f5cecf,Lady Mouse in Mob Cap,Art Nouveau (Modern),illustration,1902.0
87285.jpg,b848bd41fa1b3dd08ed705db4a7a45a6,Mira Baue,Art Nouveau (Modern),portrait,1908
39939.jpg,0eeac4ecff259dc515be795e1a76019a,At the Old Suzdal,Art Nouveau (Modern),cityscape,
19117.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Biscuits Lefevre Utile,Art Nouveau (Modern),advertisement,1896
47649.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Chandon Cremant Imperial,Art Nouveau (Modern),poster,1899
43515.jpg,6c348f12342a2c5e2ae8906873f5cecf,The Tailor and Simpkin Set Out for the Shop,Art Nouveau (Modern),illustration,
75195.jpg,79bdcfa4ad167a9b9bc9bc9723d8e7e5,Here is a piece of a troll herb which nobody else but me can find ,Art Nouveau (Modern),illustration,1912.0
64667.jpg,2ffce49258565705f6d787d504675ece,from Thorheiten,Art Nouveau (Modern),illustration,1901.0
59868.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Luchon,Art Nouveau (Modern),poster,1895
85559.jpg,453ddca2bf25d4cd2c01a88f9ab2c376,Artist's son,Art Nouveau (Modern),portrait,1901
28723.jpg,46200eee40e22039aef7a5944bb445c9,Three crouching women,Art Nouveau (Modern),sketch and study,c.1914
49415.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Flower,Art Nouveau (Modern),allegorical painting,1897
44347.jpg,74a1dad53214d04514269a188f16683a,Running women,Art Nouveau (Modern),genre painting,1895
15682.jpg,fbf1ac1a72a08aada0881f372b01df23,unknown title,Art Nouveau (Modern),caricature,
50770.jpg,fbf1ac1a72a08aada0881f372b01df23,unknown title,Art Nouveau (Modern),caricature,
60274.jpg,fbf1ac1a72a08aada0881f372b01df23,unknown title,Art Nouveau (Modern),caricature,
782.jpg,fbf1ac1a72a08aada0881f372b01df23,unknown title,Art Nouveau (Modern),caricature,
100690.jpg,0eeac4ecff259dc515be795e1a76019a,At The Fair,Art Nouveau (Modern),genre painting,1906.0
34601.jpg,46200eee40e22039aef7a5944bb445c9,Dancer,Art Nouveau (Modern),genre painting,1903
101727.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Austria,Art Nouveau (Modern),allegorical painting,1899
72931.jpg,2ffce49258565705f6d787d504675ece,from Thorheiten,Art Nouveau (Modern),illustration,1901.0
49510.jpg,79bdcfa4ad167a9b9bc9bc9723d8e7e5,The boy who was never afraid ,Art Nouveau (Modern),illustration,1912.0
82268.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Biscuits Champagne Lefèvre Utile,Art Nouveau (Modern),advertisement,1896
79177.jpg,74a1dad53214d04514269a188f16683a,Worship,Art Nouveau (Modern),symbolic painting,c.1893
38158.jpg,8fc27c0692da2bccf57cdea68129db00,French embankment,Art Nouveau (Modern),cityscape,1922.0
25932.jpg,f7e1cb7b67e7b154d9dca7d12879d7b0,Departure of rooks,Art Nouveau (Modern),design,1914
18759.jpg,9a85697fd693e11f87846ebc70c00227,Allegory of Sculpture,Art Nouveau (Modern),allegorical painting,1889
53940.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Heidsieck,Art Nouveau (Modern),advertisement,1901
78613.jpg,b874a616affcb766bb0e7a4f2a0803f0,New York Tribune,Art Nouveau (Modern),illustration,1916.0
38891.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Et Overfall,Art Nouveau (Modern),illustration,
61293.jpg,79bdcfa4ad167a9b9bc9bc9723d8e7e5,Jultomten ,Art Nouveau (Modern),illustration,1911.0
2462.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,The Pater,Art Nouveau (Modern),poster,1899
23841.jpg,45f4183820ce1fa775f8a27d3120aad6,Sketch of Gorky's play 'Egor Bulychov and others'. Green dining,Art Nouveau (Modern),design,1933
47375.jpg,8fc27c0692da2bccf57cdea68129db00,Fontanka,Art Nouveau (Modern),cityscape,1922.0
15420.jpg,8fc27c0692da2bccf57cdea68129db00,School House of Peter I,Art Nouveau (Modern),cityscape,1922.0
89947.jpg,8fc27c0692da2bccf57cdea68129db00,Lithuanian castle,Art Nouveau (Modern),cityscape,1922.0
102472.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Beer of the Meuse,Art Nouveau (Modern),advertisement,1897
43717.jpg,8fc27c0692da2bccf57cdea68129db00,St. Isaac's Cathedral in a foggy day,Art Nouveau (Modern),cityscape,1922.0
36520.jpg,9a85697fd693e11f87846ebc70c00227,Cartoon for the Frieze of the Villa Stoclet in Brussels: Fulfillment,Art Nouveau (Modern),genre painting,1909
93497.jpg,9ff3c894ca7df0a9ed19d08f1634e074,A Little Boy Lost ,Art Nouveau (Modern),illustration,1920.0
24738.jpg,8fc27c0692da2bccf57cdea68129db00,Academy of Arts,Art Nouveau (Modern),cityscape,1922.0
69068.jpg,8fc27c0692da2bccf57cdea68129db00,Exchange,Art Nouveau (Modern),cityscape,1922.0
29967.jpg,8fc27c0692da2bccf57cdea68129db00,Fontanka near the Summer Garden,Art Nouveau (Modern),cityscape,1922.0
8829.jpg,79bdcfa4ad167a9b9bc9bc9723d8e7e5,Root trolls ,Art Nouveau (Modern),illustration,1917.0
42678.jpg,f7e1cb7b67e7b154d9dca7d12879d7b0,Old man,Art Nouveau (Modern),design,1930
11150.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Spring,Art Nouveau (Modern),allegorical painting,1896
96477.jpg,46200eee40e22039aef7a5944bb445c9,"Am Steinhof Church, Design for the rise window",Art Nouveau (Modern),design,c.1905
37369.jpg,8fc27c0692da2bccf57cdea68129db00,View from the Tuchkov Bridge,Art Nouveau (Modern),cityscape,1922.0
