filename,artist,title,style,genre,date
75900.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 24",Romanticism,illustration,
60516.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 22",Romanticism,illustration,
53020.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 32",Romanticism,illustration,
72434.jpg,925aa369b0793b82b0c79df590b98832,Seascape Study with Rain Cloud,Romanticism,marina,c.1827
39019.jpg,925aa369b0793b82b0c79df590b98832,Rainstorm over the Sea,Romanticism,marina,1828
14046.jpg,bc3c45adfb9848a8b5ce12ec39f4d240,Christ in the House of His Parents,Romanticism,religious painting,1849.0
77709.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 12",Romanticism,illustration,
58161.jpg,bc3c45adfb9848a8b5ce12ec39f4d240,Ferdinand Lured by Ariel,Romanticism,literary painting,1850.0
3687.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 5",Romanticism,illustration,
50271.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 9",Romanticism,illustration,
82556.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 18",Romanticism,illustration,
3457.jpg,b223caa3b80154b3741fff3af42566c9,Justice and Divine Vengeance pursuing Crime (study),Romanticism,sketch and study,1808
81283.jpg,358474690052f63f9107c823b7a61686,Portrait of Colonel Evgraf V. Davydov  ,Romanticism,portrait,1809
32955.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 33",Romanticism,illustration,
87286.jpg,bc3c45adfb9848a8b5ce12ec39f4d240,Cymon and Iphigenia,Romanticism,mythological painting,1851.0
32406.jpg,358474690052f63f9107c823b7a61686,Portrait of Darya Nikolaevna Chvostova,Romanticism,portrait,1814
27545.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 12",Romanticism,illustration,
63909.jpg,b223caa3b80154b3741fff3af42566c9,Portrait of a woman with her child,Romanticism,portrait,
19289.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 5",Romanticism,illustration,
88412.jpg,760e4eabd639621a3f81dabd57261139,The Godhead Fires,Romanticism,mythological painting,1878
29443.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 34",Romanticism,illustration,
73851.jpg,16548363e96f1c64ca498fd00352df9a,Sir Launcelot in the Queen`s Chamber,Romanticism,literary painting,
103127.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 30",Romanticism,illustration,
48706.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 22",Romanticism,illustration,
57848.jpg,16548363e96f1c64ca498fd00352df9a,A Sea Spell,Romanticism,portrait,1877
52914.jpg,3a320926ef941d53716127548523450c,Hero and Leander's farewell,Romanticism,literary painting,1837
56039.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 13",Romanticism,illustration,
18772.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 9",Romanticism,illustration,
76219.jpg,16548363e96f1c64ca498fd00352df9a,The Blue Closet,Romanticism,genre painting,1857
76238.jpg,012bd50d44685a367716570e252c7556,Portrait of Bryce McMurdo,Romanticism,portrait,c.1800
19267.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 31",Romanticism,illustration,
26647.jpg,a605a99aaac53ee97fb05dd6bbac6c28,Sir Francis Burdett,Romanticism,sketch and study,
15743.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,The Roses of Heliogabalus,Romanticism,genre painting,1888
36062.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,The Abbey in the Oakwood,Romanticism,landscape,1810
9013.jpg,db127035f4b1efe75117e0f6fec55354,"Portrait of Charlotte Walsingham, Lady Fitzgerald",Romanticism,portrait,
30642.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,Ninety four in the Shade,Romanticism,genre painting,1876
74006.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,Fredegunda Praetextatus visit on his deathbed,Romanticism,history painting,
32935.jpg,059d590e174c545474f0fedcc126ce4c,Self Portrait ,Romanticism,landscape,1861.0
93210.jpg,83e9823eb4868ca162fd3b7adff70096,"The Inferno, Canto 34",Romanticism,illustration,
68839.jpg,059d590e174c545474f0fedcc126ce4c,Stone Pines at Sestri,Romanticism,landscape,1845.0
6615.jpg,79bb91f97cda5c3fb8482c4bb8afd08c,Reverend Basil Bury Beridge,Romanticism,portrait,c.1785
70742.jpg,5f766392b0bb21a9a771c4675efccd5f,Tsar Ivan IV the Terrible,Romanticism,portrait,1897.0
4031.jpg,bc3c45adfb9848a8b5ce12ec39f4d240,The Return of the Dove to the Ark,Romanticism,religious painting,1851.0
45425.jpg,059d590e174c545474f0fedcc126ce4c,The Pass of Faido Ruskin ,Romanticism,landscape,1845.0
89183.jpg,b5eaa78a28dc3b1d0ead84a3fd81b423,Eagle (from Sketchbook),Romanticism,sketch and study,
27613.jpg,16548363e96f1c64ca498fd00352df9a,Ligeia Siren,Romanticism,mythological painting,1873
79819.jpg,4c313b70eecd9d3379209acc93d8620a,View of Venice,Romanticism,cityscape,
27880.jpg,16548363e96f1c64ca498fd00352df9a,Lady Lilith,Romanticism,mythological painting,1868
81574.jpg,5f766392b0bb21a9a771c4675efccd5f,Three Tsarevnas of the Underground Kingdom,Romanticism,mythological painting,1879.0
36251.jpg,16548363e96f1c64ca498fd00352df9a,Sibylla Palmifera,Romanticism,portrait,
94211.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Two Knights Fighting in a Landscape,Romanticism,history painting,c.1824
98322.jpg,79bb91f97cda5c3fb8482c4bb8afd08c,"A Grotto in the Gulf of Salerno, Sunset",Romanticism,landscape,c.1781
55873.jpg,16548363e96f1c64ca498fd00352df9a,The Tune of the Seven Towers,Romanticism,genre painting,1857
35492.jpg,16548363e96f1c64ca498fd00352df9a,The Beloved,Romanticism,genre painting,1866
82795.jpg,b223caa3b80154b3741fff3af42566c9,Assumption of the Virgin,Romanticism,religious painting,
15329.jpg,e60882af79cababb03ddfa980a75448c,The Injured Mason,Romanticism,genre painting,1787
75261.jpg,1b364d98237678788dceab6d21ca5d7f,Female nude,Romanticism,nude painting (nu),1859
88004.jpg,6cddbe4fa475cf6ba58e4aa55203b31d,The Hunters leave Southill ,Romanticism,genre painting,1768
24855.jpg,b0a8029c99e6a75f2ff557b94e981de0,The Charmer,Romanticism,allegorical painting,1911
47403.jpg,e60882af79cababb03ddfa980a75448c,Time of the Old Women,Romanticism,genre painting,1820
93.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,Title page of The Boy's King Arthur,Romanticism,illustration,1922
51238.jpg,d09f796f2b0aa11dffc88badd9806119,Battle of Cesme at Night,Romanticism,battle painting,1848
94442.jpg,760e4eabd639621a3f81dabd57261139,The Lament,Romanticism,genre painting,1866
30603.jpg,b5eaa78a28dc3b1d0ead84a3fd81b423,The Passage of the Delaware,Romanticism,history painting,1819.0
100356.jpg,bc3c45adfb9848a8b5ce12ec39f4d240,"Elgiva seized byorder of Odo, Archbishop of Canterbury",Romanticism,sketch and study,1842.0
48951.jpg,1ae80fd3af969741be58cae9964af887,Kustlandskap med fartyg vid horisonten,Romanticism,marina,1859.0
38447.jpg,0d138ffcc570102982abc5b16d398107,Our English Coasts,Romanticism,landscape,1852
78531.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,The Favourite Poet,Romanticism,genre painting,1888
53055.jpg,51b72626792ce4fabab05000bac62e7d,Entry of the Christ in Jerusalem,Romanticism,religious painting,1897
7748.jpg,51b72626792ce4fabab05000bac62e7d,The Flight into Egypt,Romanticism,religious painting,
39802.jpg,bc3c45adfb9848a8b5ce12ec39f4d240,Louise Jopling,Romanticism,portrait,
41548.jpg,b223caa3b80154b3741fff3af42566c9,Giovanni Battista Sommariva,Romanticism,portrait,
21083.jpg,16548363e96f1c64ca498fd00352df9a,Morning music,Romanticism,genre painting,1864
39595.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Day,Romanticism,landscape,
71840.jpg,bc3c45adfb9848a8b5ce12ec39f4d240,The Boyhood of Raleigh,Romanticism,genre painting,1870.0
16525.jpg,059d590e174c545474f0fedcc126ce4c,Rocks and Ferns in a Wood at Crossmount ,Romanticism,landscape,1847.0
7049.jpg,3cc9a44380296d93e68b71a27643c25f,Man in a Straw Hat,Romanticism,portrait,1871
29745.jpg,acd9b34941d5485b6ffcf6836e07149f,Prater Landscape ,Romanticism,landscape,1830
87648.jpg,5f766392b0bb21a9a771c4675efccd5f,The Frog Tsarevna,Romanticism,mythological painting,1918.0
54902.jpg,d7f21b854745372690a1896b8342d19f,Male nude,Romanticism,sketch and study,1860
37197.jpg,1b364d98237678788dceab6d21ca5d7f,Portrait of Conte Baglioni,Romanticism,portrait,c.1860
4770.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Jacob's fight with the angel,Romanticism,religious painting,1861
6267.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Fort Clark on the Missouri, February 1834, plate 15 from Volume 2 of 'Travels in the Interior of North America' ",Romanticism,landscape,1843
70614.jpg,5d6136636d3015e201f6096d67c89860,The large pine in Gastein,Romanticism,landscape,1900
58968.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,A Sculpture Gallery,Romanticism,genre painting,1867
98840.jpg,059d590e174c545474f0fedcc126ce4c,"Old Houses on the Rhône Island, Geneva ",Romanticism,landscape,1863.0
77766.jpg,059d590e174c545474f0fedcc126ce4c,"Spiral relief from the north transept door, Rouen Cathedral ",Romanticism,sketch and study,1882.0
69142.jpg,8b1800319323ab9b0ce2e0b11b3f4772,The Expulsion of Heliodorus,Romanticism,religious painting,1861
81884.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,Flora Spring in the Gardens of the Villa Borghese,Romanticism,genre painting,1877
33539.jpg,e60882af79cababb03ddfa980a75448c,Portrait of Ferdinand VII,Romanticism,portrait,1814
77551.jpg,059d590e174c545474f0fedcc126ce4c,Trees and Rocks ,Romanticism,landscape,1845.0
99628.jpg,059d590e174c545474f0fedcc126ce4c,Copy of a Girl in Van Dyck's portrait of The Wife of Colyn de Nole and her daughter ,Romanticism,sketch and study,1859.0
11737.jpg,da9ab2081b197129eeb91477d239be00,Illustration for The Man That Pleased None,Neo-Romanticism,illustration,1887.0
28374.jpg,059d590e174c545474f0fedcc126ce4c,Self Portrait ,Romanticism,landscape,1874.0
16429.jpg,059d590e174c545474f0fedcc126ce4c,Self Portrait ,Romanticism,landscape,1875.0
97554.jpg,3a320926ef941d53716127548523450c,"The Chapter House, Salisbury Chathedral",Romanticism,interior,
79178.jpg,916dbdfaa7fa74cc1172a93fe37f3fc8,Janskerk (Gouda),Romanticism,cityscape,1863
63025.jpg,059d590e174c545474f0fedcc126ce4c,Velvet Crab ,Romanticism,sketch and study,1871.0
76604.jpg,183ead1b4ef41afcb47cd4fcb9f5a1df,Laguna di Venezia,Romanticism,marina,1878
80800.jpg,d7f21b854745372690a1896b8342d19f,Horseman,Romanticism,genre painting,c.1854
95160.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,The Triumph of Titus,Romanticism,history painting,1885
50769.jpg,16548363e96f1c64ca498fd00352df9a,Sancta Lilias,Romanticism,portrait,1874
6656.jpg,b223caa3b80154b3741fff3af42566c9,Lavinie Barbier-Walbonne,Romanticism,portrait,
36056.jpg,e60882af79cababb03ddfa980a75448c,Boys playing soldiers,Romanticism,genre painting,1779
35929.jpg,059d590e174c545474f0fedcc126ce4c,La Merveille Mont St Michel  ,Romanticism,cityscape,1848.0
24104.jpg,059d590e174c545474f0fedcc126ce4c,Capital 36 of the Ducal Palace ,Romanticism,sketch and study,1852.0
41084.jpg,b3bba0de2a501bc4755d110916803ccb,"A View in Venice, Rio S. Marina",Romanticism,cityscape,
1124.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,Phidias Showing the Frieze of the Parthenon to his Friends,Romanticism,history painting,1868
7846.jpg,16548363e96f1c64ca498fd00352df9a,The Salutation of Beatrice,Romanticism,literary painting,1859
44847.jpg,b223caa3b80154b3741fff3af42566c9,Dominique-Vivant Denon,Romanticism,portrait,
82402.jpg,da9ab2081b197129eeb91477d239be00,Illustration for The Trumpeter Taken Prisoner,Neo-Romanticism,illustration,1887.0
30078.jpg,d7f21b854745372690a1896b8342d19f,Portrait of Degas in Florence,Romanticism,portrait,1858
39073.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,Vain Courtship,Romanticism,genre painting,1900
25918.jpg,ad9b5d0d3bd60927c285d46a7a39be73,Sleeping Beauty,Romanticism,literary painting,1921
16987.jpg,b223caa3b80154b3741fff3af42566c9,Head of divine vengeance,Romanticism,sketch and study,
53616.jpg,6cddbe4fa475cf6ba58e4aa55203b31d,Lord and Lady in a Phaeton,Romanticism,genre painting,1787
45902.jpg,d7f21b854745372690a1896b8342d19f,"Saint George, after Vittore Carpaccio",Romanticism,religious painting,
101527.jpg,83e9823eb4868ca162fd3b7adff70096,Amateur From Garden,Romanticism,genre painting,
89625.jpg,925aa369b0793b82b0c79df590b98832,Boat Building,Romanticism,genre painting,1815
44834.jpg,925aa369b0793b82b0c79df590b98832,Flatford Mill,Romanticism,landscape,1817
60534.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Peer Gynt 10,Neo-Romanticism,illustration,1890.0
98860.jpg,916dbdfaa7fa74cc1172a93fe37f3fc8,Figures in the Sunlit Streets of a Dutch Town,Romanticism,cityscape,1889
24135.jpg,e60882af79cababb03ddfa980a75448c,El Lazarillo de Tormes,Romanticism,portrait,1819
39059.jpg,d7f21b854745372690a1896b8342d19f,Self-portrait,Romanticism,self-portrait,1850
75939.jpg,79bb91f97cda5c3fb8482c4bb8afd08c,Self-Portrait,Romanticism,portrait,c.1780
76299.jpg,925aa369b0793b82b0c79df590b98832,Boats on the Stour,Romanticism,landscape,1811
35125.jpg,facb8013e0ad77b41ecbdf661f440c03,The Page Mazeppa,Romanticism,illustration,c.1820
61182.jpg,8b1800319323ab9b0ce2e0b11b3f4772,The Moroccan and his Horse,Romanticism,genre painting,1857
65129.jpg,6cddbe4fa475cf6ba58e4aa55203b31d,Prince of Wales Phaeton ,Romanticism,genre painting,1793
87487.jpg,059d590e174c545474f0fedcc126ce4c,Seascale ,Romanticism,marina,1889.0
34996.jpg,b223caa3b80154b3741fff3af42566c9,Bathing Venus,Romanticism,mythological painting,
8556.jpg,b3bba0de2a501bc4755d110916803ccb,Figures in a Village in the Dolomites,Romanticism,landscape,
29269.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,Pompeian Scene or The Siesta,Romanticism,genre painting,1868
41226.jpg,5d6136636d3015e201f6096d67c89860,View of the Stephansdom from Stock im Eisen Platz,Romanticism,cityscape,1832
89948.jpg,5d6136636d3015e201f6096d67c89860,Interieur of castleIn Renaissance Style,Romanticism,interior,
13147.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Unknown title,Neo-Romanticism,genre painting,
22302.jpg,bc3c45adfb9848a8b5ce12ec39f4d240,The Woodman's Daughter,Romanticism,genre painting,1851.0
25965.jpg,b223caa3b80154b3741fff3af42566c9,Crucifixion,Romanticism,religious painting,1822
39650.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,The Epps Family Screen,Romanticism,portrait,1871
73871.jpg,059d590e174c545474f0fedcc126ce4c,Rocks and Vegetation. Chamonix ,Romanticism,landscape,1854.0
25099.jpg,0d138ffcc570102982abc5b16d398107,The Triumph of the Innocents,Romanticism,religious painting,1876
92548.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Portrait of George Sand,Romanticism,portrait,1838
14840.jpg,925aa369b0793b82b0c79df590b98832,Portrait of Maria Bicknell,Romanticism,portrait,1816
80086.jpg,4c313b70eecd9d3379209acc93d8620a,"Venice Grand Canal, Sunset",Romanticism,cityscape,
95461.jpg,358474690052f63f9107c823b7a61686,Portrait of Ekaterina Avdulina,Romanticism,portrait,
71026.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Du Slette Tid,Neo-Romanticism,mythological painting,
50287.jpg,b223caa3b80154b3741fff3af42566c9,Etienne Renon de Franois,Romanticism,portrait,1795
20096.jpg,5d6136636d3015e201f6096d67c89860,The Josef square in Vienna,Romanticism,cityscape,1831
36010.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,A Reading from Homer,Romanticism,genre painting,1885
12311.jpg,3a320926ef941d53716127548523450c,"Totnes, in the River Dart",Romanticism,landscape,
67563.jpg,b5eaa78a28dc3b1d0ead84a3fd81b423,Woman at a Window (from Sketchbook) ,Romanticism,sketch and study,1820.0
88713.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,Launcelot and Guenevere,Romanticism,illustration,1922
37840.jpg,6cddbe4fa475cf6ba58e4aa55203b31d,Soldiers of the 10th Dragoon Regiment,Romanticism,genre painting,1793
2700.jpg,6cddbe4fa475cf6ba58e4aa55203b31d,Self-Portrait,Romanticism,self-portrait,c.1775
101223.jpg,059d590e174c545474f0fedcc126ce4c,Falls of Schaffhausen ,Romanticism,landscape,1842.0
74030.jpg,3a320926ef941d53716127548523450c,"Norham Castle, on the River Tweed",Romanticism,genre painting,1823
72963.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,The Sculpture Gallery,Romanticism,genre painting,1874
47368.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,"Sir Mador's spear brake all to pieces, but the other's spear held",Romanticism,illustration,
55330.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,The green knight preparing to battle Sir Beaumains,Romanticism,illustration,
56677.jpg,1b364d98237678788dceab6d21ca5d7f,"Sicilian evenings painting series, Scene 1",Romanticism,history painting,c.1822
16051.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,The lady Lyoness had the dwarf in examination,Romanticism,illustration,1922
64133.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,Merlin taking away the infant Arthur,Romanticism,illustration,
50713.jpg,0d138ffcc570102982abc5b16d398107,Portrait of William Pink,Romanticism,portrait,1842
27498.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,"I am Sir Launcelot du Lake, King Ban's son of Benwick, and knight of the Round Table",Romanticism,illustration,1922
16734.jpg,916dbdfaa7fa74cc1172a93fe37f3fc8,Figures on the Bank in Deventer,Romanticism,cityscape,1888
25377.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,"They fought with him on foot more than three hours, both before him",Romanticism,illustration,
95822.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,When Sir Percival came nigh unto the brim,Romanticism,illustration,
34040.jpg,bc3c45adfb9848a8b5ce12ec39f4d240,The Blind Girl,Romanticism,genre painting,1856.0
24868.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,King Mark slew the noble knight Sir Tristram,Romanticism,illustration,
58456.jpg,ad9b5d0d3bd60927c285d46a7a39be73,"The Artist's Wife, Marion Collier (née Huxley)",Romanticism,portrait,
24262.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,"Sir Launcelot in the wilderness, after leaving the Round Table",Romanticism,illustration,
60653.jpg,c8041306a183cbaf39ff8cd707c9cc7f,White Bear King Valemon,Neo-Romanticism,illustration,1912.0
42835.jpg,6d54534f4cc58feae87c19adea897423,Fisherfolk and Their Catch by the Sea,Romanticism,genre painting,
61363.jpg,059d590e174c545474f0fedcc126ce4c,Part of Santa Maria della Spina Pisa ,Romanticism,sketch and study,1847.0
66610.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,"And when they came to the sword that the hand held, King Arthur took it up",Romanticism,illustration,1922
47594.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,The death of Arthur and Mordred,Romanticism,illustration,
8666.jpg,1b364d98237678788dceab6d21ca5d7f,The new favorite (Harem scene),Romanticism,genre painting,1866
9574.jpg,51b72626792ce4fabab05000bac62e7d,"The Conspirators, Presented at the Salon",Romanticism,genre painting,c.1892
66444.jpg,b223caa3b80154b3741fff3af42566c9,David Jonston,Romanticism,portrait,1808
2949.jpg,11a3a604361b93a2f3c2c34b5a82a668,On Hampstead Heath ,Romanticism,marina,1856.0
49052.jpg,bc3c45adfb9848a8b5ce12ec39f4d240,Waiting,Romanticism,genre painting,1854.0
49208.jpg,0aa40001869bf1e86a1bdae741f79220,The Bouquet,Romanticism,genre painting,1857
101619.jpg,51b72626792ce4fabab05000bac62e7d,Entry of the Christ in Jerusalem,Romanticism,religious painting,1897
7390.jpg,d09f796f2b0aa11dffc88badd9806119,Brig  Mercury Attacked by Two Turkish Ships,Romanticism,marina,1892
7003.jpg,916dbdfaa7fa74cc1172a93fe37f3fc8,Oudewater Street At Summer,Romanticism,cityscape,1878
43962.jpg,0aa40001869bf1e86a1bdae741f79220,Japanese,Romanticism,genre painting,
61012.jpg,760e4eabd639621a3f81dabd57261139,Saint George,Romanticism,religious painting,1877
21161.jpg,916dbdfaa7fa74cc1172a93fe37f3fc8,Many figures in the streets of Haarlem,Romanticism,cityscape,1870
83516.jpg,059d590e174c545474f0fedcc126ce4c,Ice Clouds over Coniston Old Man ,Romanticism,cloudscape,1880.0
1360.jpg,5f766392b0bb21a9a771c4675efccd5f,Samolet,Romanticism,mythological painting,1880.0
8960.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Peer Gynt 06,Neo-Romanticism,illustration,1890.0
68841.jpg,d7f21b854745372690a1896b8342d19f,Copy of Raphael's Cherub,Romanticism,sketch and study,1858
100618.jpg,059d590e174c545474f0fedcc126ce4c,Study of Foreground Material ,Romanticism,sketch and study,1871.0
64902.jpg,925aa369b0793b82b0c79df590b98832,The Leaping Horse,Romanticism,genre painting,c.1825
62549.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Heraldic Chivalry,Romanticism,genre painting,
27606.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Jerusamels Skomaker,Neo-Romanticism,caricature,
67255.jpg,3a320926ef941d53716127548523450c,Venice,Romanticism,cityscape,
36789.jpg,5fc2ffdd3d24ab503edd9a271dc379bd,"Portrait of Louise Claire Sennegon, future Madame Charmois",Romanticism,portrait,1837
2239.jpg,0aa40001869bf1e86a1bdae741f79220,Reveil,Romanticism,portrait,
53705.jpg,bc3c45adfb9848a8b5ce12ec39f4d240,Joan of Arc,Romanticism,history painting,
36819.jpg,3a320926ef941d53716127548523450c,Interior of Petworth House,Romanticism,interior,c.1837
6758.jpg,3a320926ef941d53716127548523450c,Dover Castle,Romanticism,marina,
15348.jpg,3cbc8bc4a88d67bda34c2d436212e2cf,Martyrdom of St. Sebastian,Romanticism,religious painting,1850
41721.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Horse Frightened by a Storm,Romanticism,animal painting,1824
98789.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,Spring Flowers,Romanticism,portrait,
23453.jpg,c8041306a183cbaf39ff8cd707c9cc7f,I Tomtegruvan,Neo-Romanticism,mythological painting,1907.0
57893.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Clipping iceberg,Romanticism,landscape,
97806.jpg,c64ab34eea0c69000b4b7c846f37231c,Haywards Heath,Romanticism,landscape,
41253.jpg,3a320926ef941d53716127548523450c,Valley of The Brook Kedron,Romanticism,cityscape,
40582.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Haa Var Detta For Nokko,Neo-Romanticism,landscape,
93057.jpg,3a320926ef941d53716127548523450c,Salon,Romanticism,genre painting,
7347.jpg,da9ab2081b197129eeb91477d239be00,Ruth and Boaz  ,Neo-Romanticism,mythological painting,1863.0
70968.jpg,916dbdfaa7fa74cc1172a93fe37f3fc8,The Smithy of Culemborg in the Winter,Romanticism,cityscape,1860
49154.jpg,3a320926ef941d53716127548523450c,Salon,Romanticism,interior,
91590.jpg,3a320926ef941d53716127548523450c,The Nordgalerie,Romanticism,interior,
28147.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Peer Gynt 09,Neo-Romanticism,illustration,1890.0
86379.jpg,51b72626792ce4fabab05000bac62e7d,Dante and Virgil in Hell,Romanticism,literary painting,
50598.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Woman from Algiers with Windhund,Romanticism,portrait,1854
24800.jpg,3a320926ef941d53716127548523450c,One bedroom,Romanticism,interior,
47032.jpg,c016fd5caf84a9f835936074e83f7632,Man in Profile,Romanticism,portrait,
35728.jpg,d41c502f1b4faa29dcc0214c4e3dc33d,Portrait of a lady with a fan,Romanticism,portrait,1850
89249.jpg,e30d5f45c6dc5527ed6a99dda601fc21,Orchid and Hummingbird near a Mountain Waterfall,Romanticism,animal painting,1902.0
69507.jpg,0aa40001869bf1e86a1bdae741f79220,Woman In a Straw Hat,Romanticism,portrait,
20948.jpg,6cddbe4fa475cf6ba58e4aa55203b31d,Viscount Gormanston's White Dog,Romanticism,animal painting,1781
27041.jpg,16548363e96f1c64ca498fd00352df9a,The Annunciation,Romanticism,religious painting,c.1849
56117.jpg,e60882af79cababb03ddfa980a75448c,Old swinging,Romanticism,genre painting,c.1820
34702.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Morning,Romanticism,landscape,
72367.jpg,1ae80fd3af969741be58cae9964af887,Waterfall in Småland,Romanticism,landscape,1856.0
43518.jpg,e60882af79cababb03ddfa980a75448c,Don Manuel Osorio Manrique de Zuniga,Romanticism,,c.1787
10939.jpg,760e4eabd639621a3f81dabd57261139,An Angel Playing a Flageolet,Romanticism,religious painting,1878
47927.jpg,5d6136636d3015e201f6096d67c89860,The iron foundry in Kitschelt Skodagasse in Vienna,Romanticism,cityscape,1894
83602.jpg,d7f21b854745372690a1896b8342d19f,The Daughters of Thespius,Romanticism,mythological painting,1853
73890.jpg,16548363e96f1c64ca498fd00352df9a,The Day Dream,Romanticism,genre painting,1880
17259.jpg,1b364d98237678788dceab6d21ca5d7f,"The Two Foscari: Francesco Foscari, Doge of Venice and his family",Romanticism,literary painting,
89132.jpg,3a320926ef941d53716127548523450c,Conway Castle,Romanticism,cityscape,
20313.jpg,be8c592032dde81ef7e4247e3c7b5beb,Thoughts of the Past,Romanticism,cityscape,
36796.jpg,b223caa3b80154b3741fff3af42566c9,The King of Rome,Romanticism,mythological painting,1811
36899.jpg,1b364d98237678788dceab6d21ca5d7f,Ulysses at the court of Alcinous,Romanticism,mythological painting,c.1815
41150.jpg,5d6136636d3015e201f6096d67c89860,Hof Church in ​​Vienna,Romanticism,cityscape,1892
76414.jpg,e60882af79cababb03ddfa980a75448c,"Still life with fruit, bottles, breads",Romanticism,still life,1826
50612.jpg,012bd50d44685a367716570e252c7556,Portrait of Sir John and Lady Clerk of Penicuik,Romanticism,portrait,c.1790
22012.jpg,fd97f40e69674e62242bf32f3c4def13,Skipper dress of Peter the Great,Romanticism,sketch and study,
39799.jpg,fd97f40e69674e62242bf32f3c4def13,The coat from armoury,Romanticism,sketch and study,
79689.jpg,fd97f40e69674e62242bf32f3c4def13,From Nereditskaya Church ,Romanticism,sketch and study,
3722.jpg,1b364d98237678788dceab6d21ca5d7f,The Refugees of Parga,Romanticism,history painting,1831
81793.jpg,4c313b70eecd9d3379209acc93d8620a,The Adriatic coast,Romanticism,landscape,c.1820
88784.jpg,fd97f40e69674e62242bf32f3c4def13,Polish coat of Peter the Great,Romanticism,sketch and study,
100361.jpg,fd97f40e69674e62242bf32f3c4def13,From the wedding of Tsar Mikhail Fedorovich,Romanticism,sketch and study,
60316.jpg,d09f796f2b0aa11dffc88badd9806119,Battle of Sinop,Romanticism,battle painting,1853
10399.jpg,059d590e174c545474f0fedcc126ce4c,Vesuvius in Eruption ,Romanticism,landscape,1875.0
7542.jpg,6cddbe4fa475cf6ba58e4aa55203b31d,Whistlejacket,Romanticism,animal painting,1762
2759.jpg,fd97f40e69674e62242bf32f3c4def13,From Svyatoslav's snornik,Romanticism,sketch and study,
